"","X","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd"
"483",1,"USGS",15076000,"1927-10-01",942,"A"
"484",1,"USGS",15012000,"1936-08-01",75,"A"
"485",1,"USGS",15078000,"1927-10-01",1050,"A"
"486",1,"USGS",15080000,"1915-06-01",362,"A"
"487",1,"USGS",15080500,"1964-06-01",550,"A"
"488",1,"USGS",15081495,"1990-06-23",13,"A"
"489",1,"USGS",15081497,"1989-09-01",16,"A"
"490",1,"USGS",15081500,"1964-10-01",1100,"A"
"491",1,"USGS",15081510,"1980-10-01",100,"A"
"492",1,"USGS",15081580,"1980-06-21",17,"A"
"493",1,"USGS",15081610,"1999-03-01",35,"A e"
"494",1,"USGS",15081614,"2000-12-07",20,"A e"
"495",1,"USGS",15014000,"1923-10-01",226,"A"
"496",1,"USGS",15081800,"1967-07-16",109,"A"
"497",1,"USGS",15081995,"1982-07-22",43,"A"
"498",1,"USGS",15083500,"1976-08-06",4.4,"A"
"499",1,"USGS",15085000,"1962-06-01",20,"A"
"500",1,"USGS",15085100,"1949-07-01",29,"A"
"501",1,"USGS",15085300,"1962-06-01",50,"A"
"502",1,"USGS",15085400,"1962-06-01",2,"A"
"503",1,"USGS",15085600,"1949-07-01",35,"A"
"504",1,"USGS",15085700,"1949-07-01",312,"A"
"505",1,"USGS",15085800,"1949-07-01",147,"A"
