"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd"
"1","USGS","15297767",1970-11-21,1.8,"A"
"2","USGS","15297767",1970-11-22,1.8,"A"
"3","USGS","15297767",1970-11-23,3.6,"A"
"4","USGS","15297767",1970-11-24,7.6,"A"
"5","USGS","15297767",1970-11-25,5.9,"A"
"6","USGS","15297767",1970-11-26,4.4,"A"
"7","USGS","15297767",1970-11-27,3.6,"A"
"8","USGS","15297767",1970-11-28,3,"A"
"9","USGS","15297767",1970-11-29,4.4,"A"
"10","USGS","15297767",1970-11-30,4.2,"A"
"11","USGS","15297767",1970-12-01,4,"A"
"12","USGS","15297767",1970-12-02,3.6,"A"
"13","USGS","15297767",1970-12-03,3.9,"A"
"14","USGS","15297767",1970-12-04,4.5,"A"
"15","USGS","15297767",1970-12-05,4.7,"A"
"16","USGS","15297767",1970-12-06,4,"A"
"17","USGS","15297767",1970-12-07,4.9,"A"
"18","USGS","15297767",1970-12-08,4.3,"A"
"19","USGS","15297767",1970-12-09,3.5,"A"
"20","USGS","15297767",1970-12-10,3.1,"A"
"21","USGS","15297767",1970-12-11,2.6,"A"
"22","USGS","15297767",1970-12-12,2,"A"
"23","USGS","15297767",1970-12-13,1.9,"A"
"24","USGS","15297767",1970-12-14,2.6,"A"
"25","USGS","15297767",1970-12-15,3.4,"A"
"26","USGS","15297767",1970-12-16,2.8,"A"
"27","USGS","15297767",1970-12-17,2.2,"A"
"28","USGS","15297767",1970-12-18,2.4,"A"
"29","USGS","15297767",1970-12-19,2.7,"A"
"30","USGS","15297767",1970-12-20,2.3,"A"
"31","USGS","15297767",1970-12-21,1.9,"A"
"32","USGS","15297767",1970-12-22,1.6,"A"
"33","USGS","15297767",1970-12-23,1.7,"A"
"34","USGS","15297767",1970-12-24,2.1,"A"
"35","USGS","15297767",1970-12-25,2.2,"A"
"36","USGS","15297767",1970-12-26,2,"A"
"37","USGS","15297767",1970-12-27,1.8,"A"
"38","USGS","15297767",1970-12-28,1.8,"A"
"39","USGS","15297767",1970-12-29,1.7,"A"
"40","USGS","15297767",1970-12-30,1.7,"A"
"41","USGS","15297767",1970-12-31,1.7,"A"
"42","USGS","15297767",1971-01-01,1.8,"A"
"43","USGS","15297767",1971-01-02,1.8,"A"
"44","USGS","15297767",1971-01-03,1.7,"A"
"45","USGS","15297767",1971-01-04,1.7,"A"
"46","USGS","15297767",1971-01-05,1.7,"A"
"47","USGS","15297767",1971-01-06,2,"A"
"48","USGS","15297767",1971-01-07,2.4,"A"
"49","USGS","15297767",1971-01-08,2.5,"A"
"50","USGS","15297767",1971-01-09,2.6,"A"
"51","USGS","15297767",1971-01-10,2.5,"A"
"52","USGS","15297767",1971-01-11,4.9,"A"
"53","USGS","15297767",1971-01-12,9,"A"
