"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd"
"1","USGS","15310000",1910-07-07,339,"A e"
"2","USGS","15310000",1910-07-08,296,"A e"
"3","USGS","15310000",1910-07-09,232,"A e"
"4","USGS","15310000",1910-07-10,198,"A e"
"5","USGS","15310000",1910-07-11,174,"A e"
"6","USGS","15310000",1910-07-12,174,"A e"
"7","USGS","15310000",1910-07-13,198,"A e"
"8","USGS","15310000",1910-07-14,198,"A e"
"9","USGS","15310000",1910-07-15,198,"A e"
"10","USGS","15310000",1910-07-16,244,"A e"
"11","USGS","15310000",1910-07-17,198,"A e"
"12","USGS","15310000",1910-07-18,163,"A e"
"13","USGS","15310000",1910-07-19,142,"A e"
"14","USGS","15310000",1910-07-20,124,"A e"
"15","USGS","15310000",1910-07-21,108,"A e"
"16","USGS","15310000",1910-07-22,100,"A e"
"17","USGS","15310000",1910-07-23,100,"A e"
"18","USGS","15310000",1910-07-24,92,"A e"
"19","USGS","15310000",1910-07-25,84,"A e"
"20","USGS","15310000",1910-07-26,84,"A e"
"21","USGS","15310000",1910-07-27,84,"A e"
"22","USGS","15310000",1910-07-28,84,"A e"
"23","USGS","15310000",1910-07-29,77,"A e"
"24","USGS","15310000",1910-07-30,70,"A e"
"25","USGS","15310000",1910-07-31,63,"A e"
"26","USGS","15310000",1910-08-01,56,"A e"
"27","USGS","15310000",1910-08-02,50,"A e"
"28","USGS","15310000",1910-08-03,50,"A e"
"29","USGS","15310000",1910-08-04,44,"A e"
"30","USGS","15310000",1910-08-05,44,"A e"
"31","USGS","15310000",1910-08-06,44,"A e"
"32","USGS","15310000",1910-08-07,39,"A e"
"33","USGS","15310000",1910-08-08,44,"A e"
"34","USGS","15310000",1910-08-09,232,"A e"
"35","USGS","15310000",1910-08-10,198,"A e"
"36","USGS","15310000",1910-08-11,174,"A e"
"37","USGS","15310000",1910-08-12,185,"A e"
"38","USGS","15310000",1910-08-13,152,"A e"
"39","USGS","15310000",1910-08-14,132,"A e"
"40","USGS","15310000",1910-08-15,108,"A e"
"41","USGS","15310000",1910-08-16,92,"A e"
"42","USGS","15310000",1910-08-17,84,"A e"
"43","USGS","15310000",1910-08-18,84,"A e"
"44","USGS","15310000",1910-08-19,77,"A e"
"45","USGS","15310000",1910-08-20,84,"A e"
"46","USGS","15310000",1910-08-21,84,"A e"
"47","USGS","15310000",1910-08-22,116,"A e"
"48","USGS","15310000",1910-08-23,108,"A e"
"49","USGS","15310000",1910-08-24,100,"A e"
"50","USGS","15310000",1910-08-25,100,"A e"
"51","USGS","15310000",1910-08-26,92,"A e"
"52","USGS","15310000",1910-08-27,84,"A e"
"53","USGS","15310000",1910-08-28,77,"A e"
"54","USGS","15310000",1910-08-29,70,"A e"
"55","USGS","15310000",1910-08-30,70,"A e"
"56","USGS","15310000",1910-08-31,70,"A e"
"57","USGS","15310000",1910-09-01,70,"A e"
"58","USGS","15310000",1910-09-02,70,"A e"
"59","USGS","15310000",1910-09-03,63,"A e"
"60","USGS","15310000",1910-09-04,56,"A e"
"61","USGS","15310000",1910-09-05,56,"A e"
"62","USGS","15310000",1910-09-06,63,"A e"
"63","USGS","15310000",1910-09-07,63,"A e"
"64","USGS","15310000",1910-09-08,56,"A e"
"65","USGS","15310000",1910-09-09,56,"A e"
"66","USGS","15310000",1910-09-10,56,"A e"
"67","USGS","15310000",1910-09-11,56,"A e"
"68","USGS","15310000",1910-09-12,56,"A e"
"69","USGS","15310000",1910-09-13,56,"A e"
"70","USGS","15310000",1910-09-14,56,"A e"
"71","USGS","15310000",1910-09-15,63,"A e"
"72","USGS","15310000",1910-09-16,70,"A e"
"73","USGS","15310000",1910-09-17,77,"A e"
"74","USGS","15310000",1910-09-18,84,"A e"
"75","USGS","15310000",1910-09-19,84,"A e"
"76","USGS","15310000",1910-09-20,77,"A e"
"77","USGS","15310000",1910-09-21,70,"A e"
"78","USGS","15310000",1910-09-22,63,"A e"
"79","USGS","15310000",1910-09-23,50,"A e"
"80","USGS","15310000",1910-09-24,56,"A e"
"81","USGS","15310000",1910-09-25,56,"A e"
"82","USGS","15310000",1910-09-26,50,"A e"
"83","USGS","15310000",1910-09-27,50,"A e"
"84","USGS","15310000",1910-09-28,50,"A e"
"85","USGS","15310000",1910-09-29,39,"A e"
"86","USGS","15310000",1910-09-30,34,"A e"
"87","USGS","15310000",1910-10-01,50,"A e"
"88","USGS","15310000",1910-10-02,44,"A e"
"89","USGS","15310000",1910-10-03,39,"A e"
