1899 1009.94  1009.32  1009.78  1014.77  1014.55  1016.84  1017.79  1018.00  1013.85  1014.54  1002.74  1007.37
 1900 1006.55  1006.33  1005.12  1013.07  1012.47  1012.52  1015.89  1016.46  1014.93  1013.85  1012.12  1004.30
 1901 1008.91  1012.12  1012.53  1021.25  1016.54  1014.46  1016.52  1016.67  1013.49  1011.77  1010.29  1009.09
 1902 1006.04  1005.07  1016.90  1015.07  1015.47  1013.89  1016.82  1015.77  1015.33  1013.10  1012.14  1015.58
 1903 1010.16  1011.61  1018.05  1019.06  1015.04  1012.91  1018.30  1016.39  1015.78  1014.10  1010.62  1009.16
 1904 1011.89  1016.92  1016.95  1015.71  1014.72  1017.42  1016.72  1018.97  1016.21  1014.45  1009.51  1009.58
 1905 1008.95  1005.80  1008.58  1011.08  1016.09  1016.65  1017.87  1015.35  1015.71  1015.10  1009.13  1007.62
 1906 1013.69  1008.50  1012.52  1013.04  1016.04  1013.99  1017.32  1013.11  1014.60  1010.59  1011.79  1014.44
 1907 1014.62  1010.34  1019.52  1015.73  1014.25  1015.05  1017.10  1017.85  1016.85  1013.96  1012.34  1007.07
 1908 1008.57  1011.72  1019.41  1015.93  1015.19  1016.37  1016.26  1017.35  1015.61  1011.76  1006.50  1007.41
 1909 1014.26  1010.00  1014.81  1018.53  1015.15  1015.72  1017.30  1016.26  1014.87  1011.63  1014.64  1012.98
 1910 1015.62  1007.92  1008.26  1014.18  1013.07  1016.19  1017.95  1018.61  1015.23  1012.85  1011.02  1008.62
 1911 1018.42  1010.93  1014.92  1016.89  1014.80  1014.02  1018.19  1019.83  1016.15  1010.31  1011.31  1009.80
 1912 1004.72  1005.28  1016.07  1012.79  1013.67  1015.26  1017.28  1015.08  1013.29  1013.82  1008.46  1008.65
 1913 1010.44  1009.02  1010.49  1015.22  1013.81  1013.16  1019.00  1016.95  1013.59  1013.38  1012.04  1003.56
 1914 1008.90  1004.07  1016.78  1013.64  1016.90  1014.86  1016.51  1016.62  1016.84  1009.93  1011.64  1011.18
 1915 1010.08  1011.39  1007.98  1011.03  1012.47  1019.38  1019.29  1016.20  1015.11  1014.24  1012.38  1010.61
 1916 1018.00  1010.88  1012.31  1014.57  1018.19  1016.52  1018.17  1016.14  1015.87  1016.61  1015.01  1008.18
 1917 1012.96  1007.88  1016.75  1015.02  1015.42  1018.13  1020.13  1016.85  1015.91  1015.12  1011.36  1006.80
 1918 1005.11  1011.27  1016.98  1016.90  1017.20  1015.71  1015.45  1017.21  1014.10  1012.22  1010.73  1008.10
 1919 1007.94  1004.96  1011.09  1012.03  1012.21  1016.81  1020.24  1016.89  1015.50  1016.19  1013.32  1007.56
 1920 1012.04  1010.65  1016.32  1017.75  1017.16  1013.93  1016.53  1015.97  1014.17  1012.28  1011.53  1007.81
 1921 1012.33  1003.84  1013.58  1017.07  1016.21  1012.14  1020.49  1016.52  1015.52  1013.55  1007.44  1010.64
 1922 1009.16  1016.38  1011.40  1016.94  1015.21  1016.74  1021.53  1016.50  1016.95  1012.33  1011.77  1003.33
 1923 1012.40  1011.43  1015.39  1012.25  1015.77  1013.97  1018.03  1015.45  1014.86  1009.05  1007.84  1010.94
 1924 1005.62  1006.28  1011.54  1017.68  1014.01  1016.52  1017.72  1016.52  1012.97  1014.58  1008.08  1007.92
 1925 1009.44  1004.80  1011.41  1016.09  1011.90  1015.74  1017.46  1018.49  1014.92  1009.71  1009.88  1005.47
 1926 1001.45  1002.77  1006.15  1008.82  1012.90  1013.67  1017.55  1015.44  1014.83  1008.03  1006.36  1008.89
 1927 1009.20  1000.33  1015.04  1018.08  1017.48  1013.29  1019.37  1015.67  1011.79  1012.41  1011.19  1010.47
 1928 1005.77  1005.61  1009.55  1013.48  1013.86  1014.99  1017.25  1017.25  1016.01  1012.39  1006.94  1004.12
 1929 1005.46  1007.24  1014.58  1014.60  1013.53  1013.14  1017.89  1015.97  1012.14  1009.38  1011.63  1011.01
 1930 1008.45  1006.70  1016.88  1012.96  1013.92  1014.62  1017.19  1017.62  1016.23  1011.17  1012.19  1003.98
 1931  998.66  1006.42  1009.84  1013.43  1014.10  1013.74  1016.76  1016.54  1016.21  1013.24  1012.69  1012.08
 1932 1012.54  1012.29  1006.16  1011.86  1014.48  1015.54  1017.86  1017.36  1015.11  1011.99  1012.02  1006.37
 1933 1012.46  1011.25  1011.16  1014.92  1016.13  1015.67  1019.07  1015.68  1014.27  1011.86  1012.46  1009.78
 1934 1004.68   998.63  1007.76  1013.34  1014.12  1016.08  1019.28  1017.70  1013.33  1012.07  1009.17  1008.02
 1935 1005.87  1008.24  1013.23  1015.84  1014.58  1013.54  1017.95  1018.09  1013.60  1015.91  1013.48  1001.35
 1936 1003.24  1004.93  1014.53  1013.09  1012.80  1014.19  1017.75  1017.68  1015.22  1009.59  1010.39  1012.22
 1937 1017.39  1013.42  1011.17  1015.37  1012.44  1012.53  1017.36  1018.11  1015.61  1008.50  1011.19  1006.82
 1938 1008.40  1007.19  1011.08  1009.93  1014.12  1014.19  1018.74  1019.37  1013.09  1008.72  1011.69  1005.24
 1939 1007.56  1008.79  1013.67  1015.32  1015.39  1016.32  1017.13  1016.18  1014.86  1013.89  1010.04  1000.95
 1940  998.68  1001.72  1007.03  1008.64  1014.86  1014.73  1016.19  1016.28  1012.80  1010.68  1010.70  1003.13
 1941 1001.01  1002.41  1009.52  1010.07  1015.56  1012.68  1016.02  1015.94  1014.02  1013.18  1012.24  1006.84
 1942 1001.25  1006.46  1013.71  1011.89  1014.66  1015.00  1016.54  1014.72  1013.45  1013.35  1015.46  1012.28
 1943 1007.83  1010.27  1015.82  1010.19  1015.22  1014.95  1016.41  1017.17  1013.90  1010.64  1005.96  1005.97
 1944 1001.84  1010.73  1014.50  1012.33  1013.95  1015.23  1017.61  1017.80  1016.79  1014.31  1007.76  -999.00
 1945 1000.37  1005.02  1011.15  1018.37  1012.48  1016.22  1016.23  1018.61  1014.54  1012.88  1016.10  1004.14
 1946 1006.72  1006.27  1013.40  1014.63  1014.30  1015.64  1016.54  1017.14  1014.32  1014.20  1014.62  1013.31
 1947 1012.80  1001.92  1010.71  1013.05  1012.09  1014.45  1016.89  1018.15  1016.64  1010.50  1007.25  1009.65
 1948 1009.12  1014.00  1016.66  1020.68  1016.02  1015.45  1017.24  1017.84  1015.48  1010.82  1010.59  1014.17
 1949 1012.00  1010.89  1006.94  1013.55  1015.50  1016.56  1018.76  1017.02  1013.08  1012.41  1008.08  1010.48
 1950 1014.87  1010.40  1008.13  1015.49  1015.47  1015.51  1016.23  1012.76  1012.62  1010.76  1016.37  1007.97
 1951 1008.32  1011.16  1015.69  1011.91  1012.74  1014.20  1017.91  1016.23  1012.42  1011.47  1009.47  1013.85
 1952 1010.38  1007.72  1014.06  1013.69  1015.81  1014.48  1018.43  1016.99  1014.38  1012.42  1008.90  1003.78
 1953 1002.53  1008.16  1014.61  1010.40  1013.40  1017.13  1018.20  1016.70  1015.67  1010.53  1005.94  1008.12
 1954 1010.84  1007.36  1016.82  1017.54  1013.66  1013.36  1018.15  1016.84  1015.01  1010.67  1005.62  1011.77
 1955 1007.10  1015.40  1016.18  1016.59  1014.88  1015.61  1016.98  1018.18  1016.16  1013.07  1013.02  1011.47
 1956 1010.20  1012.86  1013.95  1014.20  1013.64  1015.27  1018.80  1015.04  1013.90  1016.21  1010.96  1007.56
 1957 1013.80  1011.30  1007.93  1014.95  1011.94  1012.76  1018.57  1016.29  1011.65  1010.73  1008.59  1012.35
 1958 1001.04  1002.69  1014.45  1012.54  1013.81  1014.54  1016.45  1016.55  1014.04  1014.63  1011.24  1005.69
 1959 1008.40  1013.36  1012.83  1016.05  1014.96  1014.75  1018.35  1017.10  1012.19  1010.36  1009.20  1010.16
 1960 1005.94  1007.61  1013.40  1014.80  1014.86  1016.56  1017.04  1016.99  1016.06  1011.90  1012.13  1005.51
 1961  999.58  1006.77  1010.35  1018.12  1014.96  1016.41  1018.28  1015.77  1015.82  1015.66  1012.50  1009.84
 1962 1010.11  1007.67  1013.30  1018.47  1018.18  1016.76  1018.25  1017.08  1015.64  1010.95  1008.45  1006.72
 1963 1002.47  1002.31  1017.38  1017.52  1015.84  1016.34  1018.47  1016.30  1010.69  1012.35  1011.29  1003.24
