 1964 1006.28  1010.02  1014.55  1019.47  1020.82  1013.77  1016.53  1016.02  1015.03  1014.25  1012.16  1010.71
 1965 1005.68  1010.00  1010.87  1015.95  1016.29  1014.16  1017.40  1015.65  1014.99  1011.97  1013.94  1013.28
 1966 1004.24  1012.75  1012.16  1015.58  1016.23  1014.01  1017.62  1016.28  1010.33  1014.31  1015.43  1006.73
 1967 1008.04  1008.75  1015.84  1020.99  1018.42  1014.38  1019.02  1014.02  1010.17  1010.30  1012.61  1010.04
 1968 1010.08  1000.05  1012.31  1017.29  1016.17  1016.22  1015.89  1015.24  1015.92  1010.72  1006.37  1013.57
 1969 1012.41  1008.91  1012.89  1012.34  1012.72  1013.23  1018.99  1016.86  1012.16  1010.56  1010.41  1001.77
 1970 1005.97  1002.61  1007.91  1017.11  1016.85  1014.65  1016.10  1016.81  1014.34  1014.48  1014.31  1011.85
 1971 1012.40  1007.64  1011.21  1014.75  1014.25  1014.46  1016.26  1015.26  1015.27  1015.20  1011.73  1014.19
 1972 1012.72  1010.69  1009.85  1019.80  1014.76  1015.53  1017.95  1014.64  1014.78  1014.90  1009.70  1010.73
 1973 1008.32  1008.21  1010.61  1016.76  1014.43  1015.10  1017.62  1017.82  1014.26  1014.80  1014.83  1005.32
 1974 1006.61  1011.16  1007.38  1014.53  1015.46  1015.98  1017.06  1014.59  1014.35  1010.74  1010.51  1006.12
 1975 1010.94  1008.16  1014.40  1018.88  1014.54  1016.58  1015.80  1017.49  1016.45  1013.76  1012.44  1007.02
 1976 1004.08  1013.13  1013.80  1015.31  1014.50  1015.76  1015.07  1015.43  1011.75  1012.20  1007.68  1005.06
 1977  999.02  1001.18  1016.83  1016.83  1015.61  1015.16  1017.82  1014.03  1016.62  1011.43  1012.48  1010.00
 1978 1000.57  1000.56  1008.85  1013.99  1017.65  1018.11  1017.46  1015.19  1013.89  1012.25  1011.24  1012.85
 1979 1006.27  1014.25  1008.15  1015.65  1013.37  1018.90  1016.90  1014.24  1012.30  1008.80  1012.46  1008.99
 1980 1006.58   999.87  1010.53  1011.33  1014.53  1018.83  1017.14  1018.32  1014.71  1010.47  1007.71  1005.70
 1981  996.44  1005.35  1006.99  1014.89  1013.15  1014.90  1019.23  1015.37  1014.53  1014.26  1008.77  1008.19
 1982 1009.35  1011.89  1014.81  1018.03  1016.54  1013.25  1016.69  1017.83  1014.84  1015.20  1009.12  1005.95
 1983 1001.17   997.66  1003.40  1016.23  1015.52  1013.57  1017.07  1017.83  1016.75  1014.12  1005.02  1007.09
 1984 1006.78  1007.50  1005.01  1015.60  1015.50  1014.88  1018.53  1015.70  1012.16  1011.95  1008.04  1010.80
 1985 1000.04  1014.16  1016.99  1017.62  1015.62  1015.55  1017.43  1018.13  1015.87  1015.66  1012.52  1001.79
 1986 1001.44  1000.52  1007.70  1018.11  1015.26  1013.85  1017.83  1015.37  1015.04  1010.96  1011.89  1001.00
 1987 1003.22  1005.45  1008.28  1012.30  1016.47  1013.99  1015.87  1016.65  1015.43  1012.45  1009.72  1009.49
 1988 1005.40  1004.18  1011.88  1013.58  1013.46  1014.03  1017.64  1015.63  1016.17  1011.55  1009.80  1008.35
 1989 1012.01  1015.04  1013.51  1015.95  1017.43  1016.45  1018.85  1015.90  1013.41  1014.57  1014.05  1005.28
 1990 1007.57  1017.47  1010.16  1015.76  1014.35  1015.80  1016.90  1015.14  1013.64  1014.46  1019.14  1011.87
 1991 1007.73  1002.75  1014.73  1014.04  1014.46  1016.24  1016.62  1014.95  1011.72  1013.58  1008.35  1007.76
 1992  998.86  1007.00  1010.31  1013.95  1015.85  1013.80  1017.30  1015.84  1014.96  1011.70  1009.84  1013.12
 1993 1010.81  1002.44  1007.56  1009.70  1012.52  1015.00  1016.91  1015.85  1015.66  1012.50  1013.88  1006.82
 1994 1008.31  1010.40  1012.37  1013.97  1013.61  1016.87  1017.21  1017.52  1013.80  1012.66  1016.69  1005.40
 1995 1002.19  1006.59  1011.94  1013.90  1013.84  1014.58  1016.82  1017.25  1010.19  1012.92  1011.95   999.68
 1996 1008.30  1007.99  1010.94  1009.61  1015.82  1016.67  1018.22  1018.09  1014.62  1014.33  1012.28  1009.82
 1997 1002.04  1004.22  1014.99  1011.38  1012.88  1014.84  1015.95  1015.97  1012.47  1013.29  1009.99  1008.35
 1998 1000.74  1000.20  1008.11  1015.10  1015.82  1017.74  1017.81  1018.76  1014.46  1013.90  1008.96  1011.37
 1999 1007.95  1006.91  1012.04  1017.12  1015.72  1014.03  1019.11  1014.38  1014.29  1014.49  1011.32  1010.54
 2000 1013.54  1000.90  1005.93  1015.08  1016.26  1015.37  1017.37  1018.06  1013.41  1012.85  1009.13  1003.25
 2001 1002.00  1009.46  1011.58  1016.05  1015.52  1016.50  1017.41  1016.40  1013.72  1013.92  1006.79  1006.74
 2002 1007.86  1010.13  1014.46  1018.43  1014.35  1013.67  1016.85  1016.20  1014.54  1010.22  1004.55  1003.26
 2003  999.59  1007.49  1010.44  1014.47  1015.92  1013.69  1018.20  1016.42  1013.25  1011.44  1018.10  1003.77
 2004 1005.07  1001.85  1014.03  1011.56  1015.18  1016.52  1014.98  1013.88  1015.94  1012.55  1011.09  1009.24
 2005 1004.00  1008.07  1008.35  1014.00  1011.91  1014.61  1017.01  1014.91  1016.08  1012.96  1013.88   999.54
 2006 1007.96  1014.38  1014.78  1015.51  1016.50  1016.50  1016.33  1018.12  1014.75  1014.18  1014.75  1004.94
 2007 1008.53  1008.17  1012.74  1009.87  1015.51  1016.26  1014.67  1016.07  1013.92  1013.33  1007.59  1010.56
 2008 1009.33  1005.85  1013.19  1018.18  1014.14  1016.95  1016.56  1014.83  1013.98  1015.42  1010.81  1014.72
 2009 1009.59  1014.81  1017.40  1015.88  1016.03  1013.16  1015.78  1016.23  1013.60  1010.73  1012.19  1004.34
 2010 1000.04  1005.01  1010.87  1015.22  1016.23  1015.99  1018.84  1018.11  1012.75  1011.56  1013.83  1013.51
 2011 1003.18  1015.80  1009.34  1015.10  1014.86  1014.75  1017.27  1015.04  1012.88  1012.67  1014.06  1009.69
 2012 1007.49  1006.07  1014.31  1015.06  1016.26  1014.66  1018.38  1016.97  1015.32  1012.85  1012.29  1009.34
 2013 1006.32  1009.70  1013.91  1016.05  1015.92  1015.75  1018.26  1013.93  1013.17  1012.50  1015.44  1010.29
 2014 1002.87  1010.84  1009.58  1010.81  1017.44  1016.41  1016.73  1014.39  1012.06  1011.17  1008.51  1005.10
 2015 1004.45  1007.60  1013.65  1015.87  1014.65  1015.56  1015.21  1016.40  1015.79  1009.75  1015.94  1006.17
 2016  999.07  1003.23  1008.53  1010.49  1017.15  1017.59  1020.14  1018.83  1015.59  1009.52  1009.24  1014.11
 2017 1008.76  1008.15  1011.02  1011.23  1014.92  1013.77  1018.07  1015.27  1014.00  1015.34  1016.31  1009.67
 2018 1007.14  1014.44  1017.33  1013.25  1015.28  1014.57  1020.47  1017.03  1016.65  1010.45  1010.86  1007.65
 2019 1003.79  1014.63  1010.06  1011.57  1014.74  1016.91  1016.14  1015.40  1014.04  1014.50  1009.74  1007.80
 2020 1010.16  1011.12  1019.99  1014.00  1012.72  1015.56  1016.85  1014.75  1014.62  1015.28  1012.88  1003.43
 2021 1006.43  1011.02  -999.00  -999.00  -999.00  -999.00  -999.00  -999.00  -999.00  -999.00  -999.00  -999.00
