"","site_no","wt_year","Annual_Discharge","t_mean","pcp"
"288","15266300",2005,6331.97260273973,1.61483628229342,0.33220265413531
"289","15266300",2006,6059.06849315068,-0.274196015784724,0.0910337850968872
"290","15266300",2007,5755.39726027397,-0.64903254011232,-0.272227964560605
"291","15266300",2008,5571.25683060109,-0.298327174772405,0.108146507096373
"292","15266300",2009,5868.08219178082,-1.17194543976544,-0.302254180310087
"293","15266300",2010,5827.94520547945,0.841975085944351,-0.149919235654589
"294","15266300",2011,5269.35342465753,-0.569273041675074,-0.055935827590939
"295","15266300",2012,6601.8306010929,-1.3267667561666,0.318929858309113
"296","15266300",2013,7094.8602739726,-0.505244368180219,0.0767153387785786
"297","15276000",1984,120.598360655738,0.732927804957661,-0.0735918107287337
"298","15276000",1985,138.715068493151,-0.630138242472377,-0.0740493993119646
"299","15276000",1986,109.394520547945,-0.286275371143387,-0.127548388283079
"300","15276000",1987,141.367123287671,1.0700595634886,-0.0696023526446272
"301","15276000",1988,159.51912568306,0.699070071946416,-0.0269247291143984
"302","15276000",1989,149.895890410959,-0.800416712193853,0.338063008074338
"303","15276000",1990,161.21095890411,0.0267495470949346,0.249142235998685
"304","15276000",1991,112.221917808219,-0.845208964476155,-0.100808800275748
"305","15276000",1992,131.346994535519,-0.685014569366144,-0.0144125171160947
"306","15276000",1993,133.761643835616,0.614014839898381,0.0528330237139016
"307","15276000",1994,157.693150684932,0.738842254649434,-0.21400752516153
"308","15276000",1995,158.942465753425,-0.408132964600291,0.223774283115442
"309","15276000",1996,71.4207650273224,-0.53064814630068,-0.377600786974654
"310","15276000",1997,124.832876712329,-0.00662231865442453,0.0378753321710974
"311","15276000",1998,159.167123287671,-0.018496567238536,-0.0495182077866048
"312","15276000",1999,131.339726027397,-1.08397710246758,0.0694816636387259
"313","15276000",2000,186.483606557377,-0.320419793803659,0.128575928742066
"314","15276000",2001,165.424657534247,1.46145776487473,-0.132625678942228
"315","15276000",2002,127.507123287671,-0.450420736500786,0.0158343863828729
"316","15276000",2003,162.318082191781,2.22573837217771,-0.182380915697043
"317","15276000",2004,135.015846994536,0.589220390489532,0.244317139421279
"318","15276000",2005,197.104383561644,1.56622079588059,0.12569376352864
"319","15276000",2006,170.058630136986,-0.465425982305573,0.129449720416839
"320","15276000",2007,134.820821917808,-0.912472441026734,-0.0929204937225829
"321","15276000",2008,161.729234972678,-0.431220118432409,-0.123653199290857
"322","15276000",2009,126.754794520548,-0.799008612065679,-0.410139520109321
"323","15276000",2010,136.013424657534,0.680371945868764,-0.16685381399778
"324","15276000",2011,116.109589041096,-0.301837975014415,-0.136099688475952
"325","15276000",2012,220.147540983607,-1.11419366223531,0.502024236057575
"326","15276000",2013,206.201369863014,-0.314743071028756,0.255673106371735
"327","15292000",1984,9564.78142076503,0.327689631117715,-0.296603544030546
"328","15292000",1985,9891.06849315069,-0.733531131512589,0.517064255005163
"329","15292000",1986,8528.84931506849,-0.443875575231181,-0.230525954041837
"330","15292000",1987,10540.7397260274,1.02694714648856,0.362933416193765
"331","15292000",1988,10218.7704918033,0.950280555420452,-0.243461716645915
"332","15292000",1989,10268,-0.752770020729966,0.328381962106667
"333","15292000",1990,13020.5205479452,-0.290431662566132,1.32274667821928
"334","15292000",1991,8517.45205479452,-0.713080877231227,0.0131481627881942
"335","15292000",1992,8711.6393442623,-0.815094971822368,-0.935431974355338
"336","15292000",1993,10126.4931506849,0.413225050601694,0.352741160393796
"337","15292000",1994,9930.05479452055,0.751167521708542,-0.20510382674531
"338","15292000",1995,10315.5616438356,-0.170040194359091,-0.114758236680387
"339","15292000",1996,6783.28767123288,-0.693715487089422,-0.712068116639016
"340","15292000",2002,8518.16438356164,-0.570128365523285,0.254053548252624
"341","15292000",2003,10259.2328767123,2.06992843146953,0.364824855353476
"342","15292000",2004,9376.80327868853,0.826975748770767,-0.494302112334925
"343","15292000",2005,12241.7260273973,1.27452791316642,1.11151831997041
"344","15292000",2006,10300.4657534247,-0.711001739319828,0.368904676562589
"345","15292000",2007,9638.57534246575,-0.336731368468867,-0.0628749640089357
"346","15292000",2008,8906.55737704918,-0.0951244425442484,-0.381858389550406
"347","15292000",2009,9495.42465753425,-0.917012501921919,-0.48545045005675
