sim,obs
60508.023,69400.0
61347.805,72200.0
61672.64,64600.0
61528.8,59900.0
62571.992,57700.0
57523.754,56000.0
59306.074,53200.0
69897.75,52100.0
70638.61,52100.0
65586.08,53700.0
61977.082,55200.0
62593.44,58700.0
66363.125,61600.0
70790.305,63700.0
70532.375,66800.0
68485.086,64700.0
67225.78,65700.0
65616.47,68900.0
70897.88,70200.0
74825.79,70100.0
75579.93,70400.0
77681.445,67400.0
72716.61,63700.0
74876.71,60200.0
72777.06,56800.0
68515.26,55300.0
65095.18,55000.0
65572.11,54400.0
65228.125,54200.0
55238.91,53500.0
48232.11,52600.0
45703.348,51400.0
44815.68,51000.0
45841.855,50900.0
42886.004,51500.0
40721.723,50400.0
41207.332,47800.0
41145.016,47300.0
42869.793,47300.0
44551.387,46800.0
44100.46,44400.0
41354.793,42600.0
42277.176,43100.0
45134.246,45000.0
44337.094,45600.0
37745.99,46700.0
34736.25,47800.0
38522.59,48100.0
43780.316,50100.0
42755.97,51300.0
43241.637,52000.0
41605.77,52000.0
39175.98,52200.0
39580.305,57100.0
46017.086,64000.0
53933.01,67000.0
63072.207,65000.0
73816.11,62000.0
80921.164,58000.0
83706.93,55500.0
83100.766,53000.0
86342.27,52400.0
108439.48,50700.0
103070.02,48500.0
92608.73,46300.0
70212.65,44100.0
58203.637,42200.0
52444.56,40600.0
51287.16,39400.0
50413.484,38000.0
48191.758,36200.0
44326.027,34800.0
40588.133,33400.0
38639.793,32300.0
42124.582,31500.0
44847.46,30800.0
37710.086,30100.0
33917.137,29200.0
34145.17,28300.0
35406.215,27400.0
34425.797,26700.0
34485.754,26200.0
30973.2,26200.0
29216.29,26800.0
29584.387,26800.0
28629.783,26600.0
26130.02,26300.0
24771.22,25900.0
24031.936,25600.0
23848.969,25700.0
23721.863,25300.0
24687.713,24600.0
26498.078,23800.0
25100.203,23400.0
23114.125,24500.0
22806.613,25800.0
28736.908,25200.0
32471.742,24200.0
28511.102,23300.0
26979.967,23200.0
32876.316,23700.0
52172.42,24000.0
52947.652,23300.0
48877.477,22700.0
45762.72,22200.0
45139.12,22600.0
45283.418,27300.0
48027.117,35600.0
61724.83,37600.0
79043.56,32900.0
81827.664,29000.0
74014.46,27000.0
66580.32,26500.0
94224.09,25000.0
178039.53,27400.0
137735.97,23000.0
76676.836,22100.0
55979.934,21800.0
47835.02,21100.0
43493.633,20800.0
40774.098,21000.0
38491.0,21000.0
36666.234,20000.0
35011.96,19000.0
33690.508,18000.0
32195.44,17000.0
30939.262,17000.0
29975.516,18000.0
28846.416,18500.0
27756.596,17000.0
26790.469,15000.0
26127.98,13500.0
25593.502,12500.0
25001.586,12000.0
24250.262,12000.0
23599.42,12500.0
23061.545,13000.0
22542.562,13100.0
22125.059,13100.0
21799.355,13000.0
21486.225,13000.0
21180.814,13000.0
20868.03,12500.0
20522.049,12000.0
20151.65,11700.0
19809.225,11500.0
19541.355,11200.0
19223.691,10900.0
18910.738,10500.0
18629.68,10000.0
18401.89,9500.0
18246.326,9500.0
18109.352,9000.0
17934.553,8800.0
17734.521,8600.0
17542.273,8500.0
17405.86,8300.0
17224.428,8000.0
16997.783,7800.0
16701.541,7600.0
16341.039,7500.0
15921.476,7400.0
15540.4795,7400.0
15390.375,7300.0
14882.812,7200.0
14399.095,7200.0
14116.035,7100.0
13845.386,7100.0
13550.3125,7000.0
13125.15,7000.0
12790.971,7000.0
12626.128,7000.0
12512.934,7000.0
12403.347,6900.0
12286.095,6900.0
12154.659,6800.0
12020.923,6800.0
11896.115,6800.0
11788.362,6800.0
11777.29,6800.0
11766.044,6800.0
11605.058,6800.0
11480.679,6800.0
11396.308,6800.0
11337.427,6800.0
11285.944,6800.0
11220.465,6800.0
11150.183,6800.0
11075.299,6800.0
11010.308,6800.0
10940.687,6800.0
10866.988,6800.0
10794.668,6800.0
10726.704,6800.0
10674.122,6800.0
10627.366,6800.0
10572.187,6800.0
10501.595,6800.0
10426.28,6800.0
10352.516,6800.0
10302.934,6800.0
10208.362,6800.0
10085.433,6800.0
9971.433,6800.0
9838.568,6800.0
9663.805,6800.0
9494.555,6800.0
9351.649,6800.0
9196.176,6800.0
9045.683,6800.0
8906.75,6800.0
8754.416,6800.0
8579.891,6800.0
8411.892,6800.0
8269.374,6800.0
8172.121,6800.0
8405.626,6800.0
9155.418,6800.0
9796.64,6800.0
10970.799,6800.0
15800.247,6800.0
21568.547,6800.0
26269.105,6800.0
27042.002,6800.0
23207.852,6800.0
19205.729,6800.0
17399.85,6800.0
16838.918,6800.0
16585.943,6800.0
16211.075,6800.0
15794.333,6800.0
15493.513,6800.0
15278.81,6800.0
15099.2,6800.0
14832.084,6800.0
14564.877,6800.0
14292.253,6800.0
14019.346,6700.0
13782.2,6700.0
13553.419,6700.0
13303.822,6700.0
12992.211,6700.0
12692.488,6600.0
12456.279,6600.0
12273.864,6600.0
12140.018,6600.0
12033.328,6600.0
11917.579,6600.0
11796.483,6500.0
11671.184,6500.0
11528.785,6500.0
11382.219,6500.0
11248.955,6400.0
11113.518,6400.0
10978.593,6400.0
10857.552,6400.0
10733.767,6400.0
10615.844,6300.0
10519.604,6300.0
10425.79,6300.0
10336.97,6300.0
10241.304,6300.0
10147.2295,6250.0
10042.127,6250.0
9937.731,6250.0
9856.856,6250.0
9765.701,6250.0
9652.81,6250.0
9536.743,6250.0
9483.25,6250.0
9528.253,6250.0
9539.63,6250.0
9309.773,6250.0
9009.154,6250.0
8903.206,6250.0
8887.499,6250.0
9022.863,6250.0
10135.146,6250.0
13843.725,6250.0
23189.814,6250.0
36259.027,6250.0
48582.01,6250.0
52650.44,6250.0
50967.793,6300.0
48854.445,6400.0
43765.387,6500.0
38093.02,6500.0
35074.4,6600.0
32777.805,6700.0
31514.193,6800.0
34021.863,6900.0
36224.812,7100.0
35361.887,7300.0
30868.871,7500.0
28638.848,7700.0
28095.041,8000.0
27387.531,8500.0
27273.57,9200.0
27740.223,9800.0
28366.998,10000.0
29144.81,11000.0
29545.64,12000.0
30298.467,13000.0
31393.611,16000.0
34188.816,18000.0
39801.504,18000.0
39540.766,18000.0
39052.21,17000.0
39593.004,17000.0
41049.11,16000.0
38572.496,16800.0
35482.707,17600.0
34026.395,18300.0
36284.492,19400.0
42048.117,20700.0
46523.594,22700.0
44872.79,22900.0
42224.19,22300.0
37799.938,21800.0
34214.293,21400.0
32527.113,21000.0
32248.953,20100.0
32601.215,19700.0
33624.152,20300.0
34234.7,21900.0
34304.9,23200.0
34099.754,23300.0
31336.617,22500.0
30454.547,22300.0
32026.31,22800.0
32940.36,22900.0
32986.49,23000.0
34505.348,24800.0
36225.707,26100.0
36790.164,28000.0
40866.99,30400.0
45715.61,33400.0
52199.004,36500.0
57014.87,37200.0
55433.25,34900.0
54434.504,31500.0
56345.918,29100.0
59603.453,29600.0
57111.098,30900.0
53326.598,33900.0
56253.06,36700.0
62811.727,37300.0
70845.94,44300.0
74127.63,46500.0
70723.445,42600.0
62348.99,40600.0
60214.78,39800.0
66023.98,39400.0
69435.586,40400.0
67861.34,41200.0
63448.453,42100.0
58618.16,43400.0
55019.973,44600.0
54766.254,45000.0
55132.484,45200.0
57688.543,45600.0
60860.73,46000.0
62403.24,44600.0
62430.883,43900.0
61963.992,42800.0
63716.785,41100.0
60450.156,40100.0
56067.402,40000.0
52244.016,40700.0
50156.617,42500.0
50053.68,45700.0
49729.824,48600.0
55839.7,50100.0
64123.848,52300.0
67427.15,52900.0
63108.945,55000.0
67210.586,58000.0
83224.97,62000.0
100567.664,66600.0
105663.664,67000.0
97420.64,65100.0
85002.24,62200.0
79888.72,60600.0
72416.94,61000.0
66533.85,61800.0
70035.44,60500.0
69582.76,59000.0
66108.25,58300.0
59647.277,58500.0
54890.74,59100.0
56052.43,61700.0
55105.016,61900.0
57778.81,62700.0
60326.156,63400.0
61381.63,62900.0
61045.254,62300.0
58012.47,63200.0
58323.547,64400.0
62482.49,64100.0
70859.914,62600.0
73904.52,63900.0
69321.54,64400.0
72603.91,62600.0
75643.3,60300.0
77539.1,59400.0
75722.36,59800.0
73356.18,65600.0
71336.125,70800.0
75109.164,77200.0
79113.4,75200.0
75039.9,67500.0
70085.055,63400.0
68196.22,61500.0
72832.375,60600.0
79306.34,61600.0
79539.57,65300.0
84090.02,65700.0
82550.195,63700.0
72725.76,63700.0
68418.29,64400.0
70902.64,62900.0
76329.42,60500.0
78033.984,59400.0
78364.875,58300.0
77609.32,56700.0
64190.668,56100.0
55612.656,55000.0
53022.277,52200.0
51292.043,49000.0
49440.125,46400.0
47819.797,44700.0
45727.73,43800.0
44525.906,43300.0
41237.38,43300.0
36910.324,42100.0
34854.37,39900.0
33282.566,37700.0
32650.611,36000.0
31653.2,34600.0
30400.629,34000.0
29539.76,36200.0
29703.25,41200.0
31445.89,45000.0
35206.87,43600.0
32985.965,43600.0
28713.607,47400.0
29086.348,49000.0
45635.453,50200.0
97051.22,51000.0
96833.12,50400.0
61889.92,48200.0
53081.414,45300.0
63620.5,42700.0
62216.266,40200.0
61098.613,37500.0
59881.676,35100.0
56049.855,33600.0
54351.5,32500.0
54879.91,31200.0
53113.453,30200.0
49644.215,28700.0
47023.316,27700.0
45182.324,27000.0
43483.508,26600.0
41503.562,25900.0
39580.848,25200.0
38012.47,24300.0
36723.39,23700.0
35594.062,22800.0
34359.7,22000.0
33054.168,20800.0
31684.256,19700.0
30421.791,18200.0
29379.07,17000.0
28456.094,15900.0
27730.586,15000.0
27330.166,15000.0
27041.086,15200.0
26670.271,15400.0
25985.102,15200.0
25292.8,14900.0
24944.578,14300.0
24474.61,13000.0
23908.715,12000.0
23221.49,11300.0
22544.506,10700.0
22003.951,10500.0
21560.615,10700.0
21119.49,11600.0
20746.998,12000.0
20418.88,12500.0
20036.248,12800.0
19700.871,13000.0
19606.73,12900.0
19597.818,12900.0
19292.242,12800.0
18956.676,12700.0
18782.072,12200.0
18647.543,11900.0
18567.287,11500.0
18469.12,11200.0
18412.59,11000.0
18528.455,10600.0
18467.482,10400.0
17805.531,10200.0
17115.172,10100.0
16550.064,9900.0
16122.595,9700.0
15730.2,9500.0
15358.099,9300.0
15049.516,9200.0
14810.413,9000.0
14604.03,8900.0
14583.949,8700.0
14823.678,8600.0
14729.982,8500.0
14549.812,8400.0
14616.335,8400.0
14687.667,8300.0
14651.542,8100.0
14422.007,8100.0
14695.699,8100.0
14974.804,8100.0
14896.681,8100.0
14657.712,8100.0
14493.647,8100.0
14338.432,8100.0
14209.329,8000.0
14074.692,8000.0
13916.105,8000.0
13774.353,8000.0
13642.949,8000.0
13513.883,8000.0
13596.621,8000.0
13583.679,8000.0
13394.687,8000.0
13141.893,8000.0
13048.458,8000.0
13554.378,8000.0
13262.377,8000.0
12772.192,8000.0
12793.698,7900.0
12419.788,7900.0
12193.501,7900.0
12082.057,7900.0
11992.277,7800.0
11904.749,7800.0
11817.239,7800.0
11714.451,7800.0
11607.431,7800.0
11499.202,7700.0
11385.952,7700.0
11246.425,7700.0
11117.017,7700.0
10992.386,7700.0
10852.22,7700.0
10699.001,7600.0
10539.523,7600.0
10388.31,7500.0
10230.33,7500.0
10036.496,7500.0
9826.711,7500.0
9636.183,7400.0
9481.2295,7300.0
9357.6875,7300.0
9250.794,7300.0
9139.438,7300.0
9024.962,7300.0
8908.542,7300.0
8788.772,7300.0
8661.986,7300.0
8563.569,7300.0
8510.955,7300.0
10227.796,7300.0
13478.943,7300.0
17222.256,7200.0
21847.254,7200.0
19992.508,7200.0
15378.98,7200.0
11456.8545,7200.0
10230.169,7200.0
11881.632,7200.0
12363.452,7200.0
11535.592,7200.0
10479.136,7100.0
10092.599,7100.0
10059.409,7100.0
10066.213,7100.0
10040.353,7100.0
9987.818,7100.0
9927.8545,7100.0
9874.145,7100.0
9817.718,7100.0
9760.982,7100.0
9691.541,7100.0
9622.707,7100.0
9558.088,7100.0
9493.351,7100.0
9638.499,7100.0
10181.638,7000.0
11458.819,7000.0
13010.764,7000.0
12532.8,7000.0
13864.786,7000.0
20792.26,7000.0
26171.367,7000.0
28560.693,7000.0
25744.332,7000.0
19460.96,7000.0
16857.705,7000.0
16665.154,7000.0
17900.752,7000.0
16484.955,6900.0
13614.413,6900.0
11951.141,6900.0
10874.466,6900.0
10406.115,6900.0
10428.233,6900.0
11677.3955,6800.0
14823.254,6800.0
20420.27,6800.0
26154.441,6800.0
29224.756,6800.0
29123.88,6800.0
27140.299,6700.0
30036.33,6700.0
35995.066,6700.0
32556.814,6700.0
27466.645,6700.0
23502.635,6700.0
19874.107,6600.0
16456.156,6600.0
14088.931,6600.0
13149.33,6600.0
12502.986,6600.0
12969.291,6600.0
13736.469,6600.0
15056.654,6600.0
17550.256,6500.0
19691.916,6500.0
21311.217,6500.0
22050.8,6500.0
22976.428,6500.0
22095.121,6500.0
19630.5,6500.0
17527.076,6500.0
16951.592,6500.0
16930.596,6500.0
17463.959,6600.0
18456.855,6600.0
18527.04,6600.0
19066.621,6700.0
19908.87,6700.0
19352.688,6700.0
18474.314,6800.0
19112.213,6800.0
20909.65,6800.0
21831.006,6900.0
23389.8,6900.0
26207.357,7000.0
28835.057,7000.0
29522.777,7200.0
22518.797,7200.0
20169.367,7500.0
22153.645,7500.0
25506.15,7800.0
28723.32,7800.0
28173.645,8000.0
23352.12,8300.0
22585.854,8800.0
27477.752,12000.0
33524.85,17000.0
34668.26,20000.0
33703.97,22000.0
36140.297,24000.0
38720.348,26000.0
36090.38,28000.0
34703.41,30000.0
33543.242,33000.0
34952.793,36000.0
37663.035,40000.0
39433.44,44000.0
37317.656,45000.0
36121.793,41500.0
35260.746,33200.0
35020.03,33000.0
34993.945,33700.0
38314.434,32600.0
36798.395,29800.0
34326.96,25500.0
33446.008,24400.0
32236.73,23100.0
31549.043,22600.0
31541.617,22500.0
30948.064,22500.0
30125.547,23300.0
29274.781,24600.0
28779.14,25000.0
29375.924,26000.0
31027.531,26200.0
31572.604,26100.0
32332.912,24900.0
35273.99,23300.0
36130.715,22300.0
36651.52,22100.0
36304.625,22200.0
38409.414,22200.0
40334.47,22100.0
37620.766,22400.0
36999.977,22800.0
36751.613,22400.0
38019.484,21700.0
38101.84,21900.0
37008.6,23100.0
36358.48,24900.0
38188.105,26000.0
41674.207,27300.0
41277.43,28900.0
43523.09,32200.0
47525.734,33900.0
54837.008,33800.0
65616.48,33300.0
70778.74,33100.0
66168.48,33100.0
67537.75,34000.0
67029.33,35100.0
65908.57,36500.0
63604.82,38700.0
61166.293,41600.0
62885.902,44700.0
65673.04,49400.0
70994.51,49000.0
75721.4,47000.0
71189.38,44300.0
68722.43,41000.0
70172.15,39000.0
66379.59,37700.0
65602.33,36500.0
58025.504,35700.0
56589.2,36100.0
56362.04,37400.0
54229.332,39100.0
59150.953,40600.0
69059.87,44700.0
70215.05,46300.0
71157.19,50100.0
66981.55,56100.0
62407.074,56900.0
65072.84,56000.0
65912.98,53700.0
63892.895,53200.0
55058.98,53500.0
46840.133,55100.0
46202.18,58200.0
48442.36,59200.0
49966.74,56600.0
49576.555,56300.0
46941.06,56400.0
45074.168,55000.0
48242.08,53200.0
57302.527,50400.0
49889.766,47500.0
40084.39,47300.0
40311.883,57300.0
44463.758,86500.0
45976.438,104000.0
45386.23,114000.0
43794.43,116000.0
44908.027,110000.0
47069.297,103000.0
49259.617,92700.0
51594.28,84900.0
52001.645,78700.0
49796.973,73500.0
47867.484,73300.0
48163.49,74800.0
49129.242,75700.0
50085.906,72200.0
49872.125,66500.0
52319.902,61600.0
51118.742,57500.0
44987.82,54600.0
41633.383,53300.0
38794.848,52900.0
38569.285,52900.0
38932.676,53200.0
40618.344,51600.0
44978.773,49300.0
48262.203,48000.0
50054.65,47100.0
45308.863,46300.0
42247.9,45700.0
39653.36,45200.0
37108.215,44600.0
36677.58,45200.0
39511.125,45300.0
39262.184,44900.0
41184.297,43200.0
43947.598,41700.0
42604.06,40400.0
37494.33,39100.0
35720.62,37900.0
35156.53,36800.0
35063.715,35800.0
34687.434,35200.0
33840.504,35000.0
31518.951,35100.0
30408.875,34900.0
30866.045,36000.0
33779.04,36800.0
34589.902,37000.0
37209.195,37500.0
46154.797,37000.0
52853.406,35900.0
52225.047,35600.0
60214.582,35100.0
56817.08,34200.0
50261.75,33000.0
48834.164,31600.0
46955.258,30400.0
45595.52,29000.0
45188.016,28000.0
49938.58,27000.0
44759.984,25900.0
40716.99,25300.0
38852.754,24400.0
36725.785,23500.0
35724.74,22700.0
35305.07,22400.0
34993.21,22400.0
34944.36,22200.0
35457.39,21900.0
34899.395,21700.0
34412.3,21500.0
34723.2,21000.0
35962.375,20100.0
36717.36,19400.0
35420.543,19400.0
34770.19,19500.0
35610.91,19500.0
37457.65,19400.0
37401.22,20000.0
36145.95,18400.0
35316.16,17800.0
34693.78,16200.0
34455.562,14500.0
34169.11,12300.0
32800.56,10700.0
31862.572,10300.0
31336.016,10700.0
30834.785,11200.0
29912.18,10900.0
28753.184,10500.0
27675.838,10000.0
26799.91,9400.0
26057.312,9200.0
25315.625,8900.0
24554.451,8800.0
23786.217,8700.0
23119.85,8600.0
22584.258,8500.0
22077.42,8600.0
21566.865,8600.0
21104.992,8500.0
20648.111,8400.0
20163.098,8300.0
19713.713,8200.0
19360.402,8100.0
19047.336,8000.0
18771.596,8000.0
18509.205,7900.0
18227.213,7900.0
17959.309,7900.0
17713.564,7800.0
17501.463,7800.0
17342.598,7700.0
17195.674,7700.0
17018.234,7600.0
16789.047,7600.0
16577.654,7600.0
16380.702,7700.0
16146.758,7700.0
15879.294,7700.0
15607.1875,7600.0
15330.105,7500.0
15073.444,7500.0
14810.879,7500.0
14482.032,7400.0
14118.982,7400.0
13683.723,7400.0
13173.896,7400.0
12733.57,7400.0
12355.409,7400.0
12092.804,7400.0
11900.784,7400.0
11752.316,7400.0
11604.854,7400.0
11449.624,7400.0
11336.233,7400.0
11253.859,7400.0
11190.032,7400.0
11141.118,7400.0
11090.762,7400.0
11046.801,7300.0
11019.846,7300.0
10984.798,7300.0
10972.581,7300.0
10944.821,7300.0
10914.451,7300.0
10888.23,7300.0
10865.303,7300.0
10828.299,7300.0
10779.301,7300.0
10714.077,7300.0
10643.761,7300.0
10576.098,7300.0
10498.48,7200.0
10411.798,7200.0
10327.385,7200.0
10246.968,7200.0
10149.457,7200.0
10023.738,7200.0
9877.635,7200.0
9721.906,7200.0
9558.876,7200.0
9389.819,7200.0
9199.17,7200.0
8952.368,7200.0
8691.15,7200.0
8439.315,7200.0
8186.246,7200.0
7939.6704,7200.0
7682.0547,7200.0
7517.3726,7200.0
8147.9155,7200.0
9518.664,7200.0
14277.003,7200.0
18640.39,7200.0
21214.436,7200.0
22838.035,7200.0
25439.629,7200.0
30333.572,7200.0
32497.316,7200.0
33413.504,7200.0
33988.71,7200.0
35332.094,7100.0
35633.3,7100.0
34750.566,7100.0
33945.18,7100.0
32866.066,7100.0
31700.318,7100.0
30562.164,7100.0
29429.371,7100.0
28464.701,7100.0
27607.38,7100.0
26805.227,7100.0
26050.62,7100.0
25295.492,7000.0
24524.812,7000.0
23782.848,7000.0
23079.143,7000.0
22506.68,7000.0
22066.26,7000.0
21618.69,7000.0
21183.25,7000.0
20796.385,7000.0
20480.318,7000.0
20209.805,7000.0
20077.89,7000.0
19755.348,7000.0
19582.377,7000.0
19910.758,7000.0
20122.84,6900.0
19274.848,6900.0
18481.14,6900.0
18125.156,6900.0
18192.467,6900.0
18781.748,6900.0
18179.475,6900.0
17401.373,6800.0
16984.209,6800.0
16707.652,6800.0
16530.902,6800.0
16713.053,6700.0
18627.027,6700.0
20910.902,6700.0
23726.693,6700.0
22857.062,6700.0
19462.564,6700.0
17802.64,6600.0
18169.084,6600.0
20967.447,6600.0
20466.486,6600.0
18284.57,6600.0
17550.242,6600.0
17297.299,6600.0
17204.463,6500.0
17114.28,6500.0
16866.809,6500.0
16637.105,6500.0
16446.31,6500.0
16243.778,6500.0
16013.871,6500.0
15894.153,6500.0
16353.675,6500.0
17961.553,6500.0
21503.668,6500.0
24436.81,6500.0
24435.98,6500.0
22642.738,6500.0
22746.775,6500.0
23955.393,6500.0
23484.455,6500.0
22135.31,6500.0
21794.055,6500.0
23105.04,6500.0
24654.467,6500.0
26407.104,6500.0
28883.473,6500.0
30838.953,6500.0
31612.963,6500.0
31527.1,6600.0
32172.846,6600.0
33960.406,6600.0
35548.406,6600.0
37564.8,6700.0
39002.86,6700.0
39831.348,6800.0
41029.22,6800.0
42338.875,6900.0
43057.516,7100.0
43101.05,7300.0
42548.25,7500.0
41759.348,7800.0
41449.87,8200.0
42099.48,9000.0
42400.582,10000.0
41958.91,12000.0
42390.82,18000.0
43728.504,30000.0
45280.89,50000.0
46558.19,60000.0
49182.25,64000.0
53343.633,64600.0
58086.176,60800.0
63345.582,54000.0
69312.48,48000.0
73471.34,42200.0
73251.38,40600.0
73626.02,38800.0
71450.56,37000.0
68837.56,36500.0
64879.582,36300.0
60596.273,34700.0
55067.754,32500.0
50741.17,30400.0
47122.844,28900.0
43798.42,28400.0
41223.082,28600.0
39109.707,29400.0
37843.0,30900.0
37867.277,33000.0
39238.46,34900.0
41405.066,35800.0
43925.855,37300.0
47518.25,39300.0
55368.086,39600.0
61036.906,38700.0
63577.8,37500.0
64612.824,36100.0
62240.24,36400.0
57948.08,33800.0
55865.65,32300.0
52431.67,33100.0
50970.72,35100.0
49396.527,37700.0
46986.582,39500.0
44681.285,40800.0
45940.17,41500.0
48108.688,42300.0
50379.133,42800.0
52214.473,43600.0
54162.348,44200.0
58659.355,44700.0
61678.785,47200.0
63180.043,48000.0
64916.652,48800.0
66247.195,48200.0
65467.875,47700.0
63093.98,49900.0
62989.13,49200.0
57070.043,48100.0
48879.91,46700.0
47761.945,47200.0
47247.76,46900.0
46712.477,49500.0
42956.93,49200.0
38128.402,44200.0
37355.934,42800.0
39899.38,47800.0
46458.027,48600.0
47392.062,47000.0
42151.414,45600.0
40089.56,45600.0
39774.4,46100.0
38292.02,47100.0
40598.723,48300.0
41534.605,50100.0
42207.016,52600.0
45181.727,57300.0
46537.934,59500.0
47696.734,56500.0
47461.84,55000.0
44313.01,54800.0
40716.656,56800.0
40168.273,60800.0
43603.24,63200.0
47928.81,60800.0
52107.05,58500.0
45904.297,58900.0
38892.37,57300.0
36763.56,53500.0
36635.953,52100.0
35985.47,51000.0
30882.195,48700.0
26238.764,45800.0
25067.984,44400.0
25062.97,45600.0
24940.7,47700.0
23520.33,50900.0
24152.992,54800.0
22026.922,59100.0
16467.596,59700.0
14263.763,56200.0
25382.064,51700.0
37439.86,52100.0
37600.668,54500.0
35869.2,57000.0
34991.56,57300.0
35698.668,54600.0
28431.37,53400.0
19760.477,52800.0
20187.867,49700.0
25466.676,46000.0
26845.943,42600.0
23093.861,41200.0
18298.176,42700.0
16933.803,45400.0
19055.203,48100.0
22149.752,49300.0
19814.959,47400.0
12855.57,45300.0
11857.435,42600.0
16395.008,40300.0
26653.502,38900.0
44638.777,38300.0
36168.285,37300.0
23619.662,35900.0
19222.924,36100.0
17461.207,37400.0
18989.766,39400.0
25874.953,41500.0
32342.914,41800.0
37248.457,42500.0
36903.812,43500.0
39609.6,41400.0
52152.637,38300.0
58556.266,36200.0
65428.58,35200.0
49404.766,34400.0
36022.617,33600.0
31816.047,32400.0
28553.7,31300.0
25461.57,30600.0
25826.543,30000.0
26082.168,29300.0
28386.219,28400.0
28586.922,27200.0
26043.975,25900.0
24593.408,25100.0
25488.23,25000.0
32205.84,25000.0
31972.902,24800.0
27491.693,24600.0
22667.365,24900.0
20746.594,24600.0
23619.07,23800.0
29208.816,23000.0
26929.537,22400.0
24354.836,21800.0
24064.482,21100.0
27685.994,20500.0
30955.348,19900.0
26966.62,19500.0
25551.248,19200.0
26737.107,19000.0
26057.016,18800.0
24123.996,18700.0
23058.113,18500.0
22553.807,18400.0
21931.12,18300.0
21792.586,18200.0
22070.506,18500.0
24365.672,18800.0
28793.307,19000.0
29079.496,19200.0
29967.973,18800.0
30047.16,18200.0
30828.914,17000.0
31320.443,15500.0
29150.5,14800.0
29870.74,14800.0
27193.39,14900.0
23216.182,15500.0
21373.275,15800.0
20407.482,15200.0
19784.678,14500.0
19402.799,12800.0
19131.877,12600.0
18783.586,13000.0
18475.07,12000.0
18366.082,11000.0
18326.105,10100.0
18272.383,9600.0
17635.209,8700.0
17138.795,7900.0
16860.533,8500.0
16660.576,9000.0
16422.861,9100.0
16170.108,9200.0
15862.382,9300.0
15661.258,9400.0
15394.859,9500.0
14939.782,9500.0
14596.402,9600.0
14322.814,9600.0
14074.137,9600.0
13855.846,9600.0
13659.72,9600.0
13448.651,9500.0
13181.446,9300.0
12893.249,9200.0
12604.469,9100.0
12266.712,9000.0
11914.776,8900.0
11576.389,8700.0
11225.04,8500.0
10830.156,8400.0
10488.276,8200.0
10138.316,8000.0
9820.9795,7900.0
9526.693,7800.0
9258.285,7600.0
9030.768,7500.0
8788.692,7500.0
8648.755,7400.0
8555.39,7300.0
8450.129,7200.0
8287.842,7200.0
8328.538,7100.0
8571.986,7100.0
8944.399,7100.0
8917.983,7000.0
8762.464,6900.0
8811.813,6900.0
8925.424,6900.0
9017.914,6800.0
9035.61,6800.0
9024.351,6800.0
8999.599,6700.0
8940.909,6700.0
8872.88,6700.0
8797.085,6700.0
8716.297,6700.0
8637.783,6700.0
8574.216,6700.0
8506.167,6700.0
8471.48,6700.0
8371.333,6700.0
8285.139,6700.0
8239.538,6700.0
8221.821,6700.0
8207.714,6700.0
8079.1157,6700.0
7969.161,6700.0
7885.487,6700.0
7814.3228,6700.0
7716.679,6700.0
7587.541,6700.0
7444.4434,6700.0
7319.734,6700.0
7236.578,6700.0
7181.2793,6700.0
7091.5293,6700.0
6926.1606,6700.0
6805.845,6700.0
6748.056,6700.0
6723.2188,6700.0
6695.662,6700.0
6661.7793,6700.0
6613.5615,6700.0
6552.3535,6700.0
6509.385,6700.0
6472.963,6700.0
6421.611,6700.0
6368.3765,6700.0
6322.46,6700.0
6289.3643,6700.0
6251.627,6700.0
6214.9443,6700.0
6161.495,6700.0
6104.8765,6700.0
6051.512,6700.0
6002.57,6700.0
6041.733,6700.0
6012.977,6700.0
5994.7183,6700.0
5870.5586,6600.0
5787.8745,6600.0
5755.719,6600.0
5732.6943,6600.0
5732.2964,6600.0
6355.772,6600.0
6357.0566,6600.0
6461.912,6600.0
6024.965,6600.0
5913.538,6600.0
6008.2485,6600.0
6217.254,6600.0
6094.239,6600.0
6269.018,6600.0
7182.996,6600.0
8161.9194,6600.0
9022.313,6600.0
9287.0625,6600.0
11886.573,6600.0
14818.624,6600.0
13943.046,6600.0
11659.7295,6600.0
10892.466,6600.0
11759.444,6600.0
14052.772,6600.0
15095.528,6600.0
14377.889,6600.0
13802.245,6600.0
14173.56,6600.0
14862.652,6600.0
15353.112,6600.0
15254.181,6600.0
15096.317,6600.0
15170.977,6600.0
15080.497,6600.0
15035.315,6600.0
14888.736,6600.0
14752.659,6600.0
14726.828,6600.0
14448.104,6600.0
14153.88,6600.0
14183.743,6600.0
14318.111,6600.0
14830.605,6600.0
15200.989,6600.0
16005.421,6600.0
16791.564,6600.0
16975.012,6600.0
17125.51,6600.0
16991.223,6600.0
16449.172,6600.0
16141.141,6600.0
15705.625,6600.0
15328.927,6600.0
15180.341,6600.0
15100.582,6700.0
15528.973,6700.0
16364.174,6800.0
17301.51,6800.0
17829.867,6900.0
18095.387,6900.0
18182.076,7000.0
17992.203,7000.0
18166.781,7000.0
18536.018,7100.0
18558.482,7200.0
18805.436,7300.0
19183.768,7400.0
19733.115,7600.0
20450.936,7800.0
20907.424,8000.0
20616.793,8200.0
20354.457,8400.0
19592.215,8700.0
19234.553,9000.0
19636.637,9300.0
20560.068,9600.0
21616.27,10000.0
